場所,市区町村,設置タイプ,更新日時,状況,eNB-LCID,PCI,基地局ID,sector,sub6,ミリ波,緯度,経度
伊予郡松前町大字徳丸,松前町,コン柱,2023/03/25 23:50:04,open,"737532-10,11,12","335,333,199",,3,,,33.795389,132.754415
上浮穴郡久万高原町笠方②,久万高原町,衛星,2023/04/19 23:49:17,open,742222-1,1,,1,,,33.742697,133.038565
松山市東方町,松山市,コン柱,2022/06/01 00:00:00,open,"737292-4,5,6","221,219,220",,3,,,33.7713417,132.8152126
松山市北梅本町④,松山市,コン柱,2023/07/06 20:58:17,open,737461-9,365,CBSB838001230,1,,,33.829249,132.851598
西条市河原津,西条市,コン柱,2023/05/27 13:15:13,open,"737547-9,10","223,325",,2,,,33.968964,133.066656
松山市萩原①,松山市,コン柱,2024/06/02 19:46:27,open,"737610-5,6,7","86,178,134",,3,,,33.993927,132.827316
今治市大西町脇,今治市,コン柱,2024/05/05 23:03:49,open,"737403-7,8,9","173,202,321",,3,,,34.060604,132.921808
今治市大西町別府,今治市,コン柱,2024/05/05 23:09:27,open,737391-10,231,CBSB838001058,1,,,34.057976,132.898669
今治市波方町樋口②,今治市,コン柱,2023/04/22 13:53:32,open,"737486-7,8,9","263,261,262",,3,,,34.094078,132.943822
松山市北梅本町②,松山市,コン柱,2022/06/01 00:00:00,open,"737391-4,5,6","163,164,192",,3,,,33.8053752,132.8432565
西予市明浜町宮野浦②,西予市,衛星,2024/04/28 14:11:43,open,"742269-1
742270-1","2,1",,2,,,33.306338,132.422947
上浮穴郡久万高原町久万,久万高原町,コン柱,2023/03/19 20:12:07,open,"737530-1,2,3","25,26,24",,3,,,33.656478,132.901601
伊予市中山町佐礼谷乙,伊予市,衛星,2024/05/05 00:40:09,open,742168-1,306,CBSB838001288,1,,,33.682944,132.7445
今治市菊間町佐方,今治市,コン柱,2024/05/05 23:10:44,open,"737494-1,2,3","347,85,138",,3,,,34.052034,132.884217
今治市玉川町龍岡上,今治市,コン柱,2022/12/12 00:41:29,close,,,,,,,33.9770115,132.9042184
松山市福角町,松山市,コン柱,2022/06/01 00:00:00,open,"737287-1,2,3","112,48,356",,3,,,33.90213,132.76381
松山市保免中三丁目,松山市,コン柱,2023/05/10 13:24:38,open,"737562-1,2,3","105,269,229",,3,,,33.81534,132.745773
松山市居相二丁目,松山市,コン柱,2022/06/01 00:00:00,open,"737285-4,5,6","167,165,166",,3,,,33.8086306,132.7705846
八幡浜市五反田②,八幡浜市,コン柱,2023/07/14 13:22:24,open,737589-7,30,CBSB838001328,1,,,33.443047,132.447249
八幡浜市若山②,八幡浜市,コン柱,2023/03/28 21:02:57,open,737571-4,20,CBSB838001306,1,,,33.41869,132.45334
松山市西垣生町③,松山市,コン柱,2022/07/25 20:19:01,open,"737442-1,2,3","160,98,312",,3,,,33.815335,132.709369
喜多郡内子町袋口①,内子町,コン柱,2023/04/27 17:49:21,open,737572-4,10,,1,,,33.606155,132.663378
今治市菊間町高田,今治市,コン柱,2024/05/05 23:16:22,open,"737498-1,2,3","232,191,351",,3,,,34.026264,132.855669
伊予市米湊②,伊予市,コン柱,2023/03/21 17:36:14,open,"737478-9,10,11","208,209,207",,3,,,33.75072,132.706721
喜多郡内子町小田,内子町,コン柱,2023/03/04 20:17:27,open,737522-1,4,,1,,,33.570481,132.804057
松山市石手二丁目,松山市,コン柱,2023/05/10 11:34:31,open,"737565-6,7,8","185,107,127",,3,,,33.848007,132.7992
松山市大可賀三丁目,松山市,コン柱,2022/06/01 00:00:00,open,"737283-1,2,3","136,137,135",,3,,,33.8472348,132.7031812
大洲市白滝,大洲市,コン柱,2022/07/13 17:58:00,open,"737446-4,5,6","265,264,266",,3,1,3,33.57868477,132.5266381
今治市朝倉上乙,今治市,コン柱,2024/04/29 19:52:04,open,"737586-8,9,10","177,119,344",,3,,,33.967012,133.030092
宇和島市津島町近家,宇和島市,コン柱,2024/04/29 22:09:05,open,"737590-8,9,10","30,31,32",,3,,,33.12917,132.50266
西条市禎瑞,西条市,コン柱,2024/05/11 22:02:29,open,"737514-7,8,9","288,68,265",,3,,,33.911756,133.150335
今治市阿方①,今治市,コン柱,2022/11/13 02:31:56,open,"737354-4,5,6","225,227,226",,3,1,2,34.061198,132.970841
松山市才之原,松山市,コン柱,2024/04/28 19:55:53,open,"737598-1,2,3","175,224,276",,3,,,33.9676547,132.82378
松山市朝生田町二丁目,松山市,コン柱,2022/06/01 00:00:00,open,"737327-4,5,6","92,90,91",,3,,,33.822484,132.76919
西宇和郡伊方町湊浦,伊方町,コン柱,2023/01/08 14:40:12,open,"737475-3,4","13,164",,2,,,33.486498,132.353711
四国中央市妻鳥町③,四国中央市,コン柱,2023/06/17 07:18:10,open,"737466-10,11","245,295",,2,1,2,33.976647,133.58015
松山市溝辺町,松山市,コン柱,2024/04/28 01:29:17,open,"737593-4,5,6","355,354,284",,3,,,33.851183,132.80645
西条市氷見丁,西条市,コン柱,2024/05/04 22:03:38,open,"737517-5,6","21,295",,2,,,33.883786,133.128982
