,場所,市区町村,場所補足,設置タイプ,状況,sector,sub6,ミリ波,eNB-LCID,PCI,基地局ID,緯度,経度,更新日時,color,icon
0,【5G】今治市立花町二丁目,今治市,,コン柱,open,3,3,3,"737335-1,2,3","39,347,139",,34.052319,132.999271,2022/06/01 00:00:00,darkblue,plane
1,【5G】今治市中寺①,今治市,今治中寺郵便局付近,コン柱,open,3,3,3,"737331-1,2,3","292,98,300",,34.037485,132.991341,2022/06/01 00:00:00,darkblue,plane
2,今治市桜井四丁目,今治市,志島ヶ原・綱敷天満神社付近,コン柱,open,3,,,"737512-10,11,12","47,378,94",,34.017394,133.041464,2023/04/23 16:44:15,green,signal
3,今治市登畑,今治市,レデイ薬局今治国分店付近,コン柱,open,3,,,"737510-4,5,6","136,278,135",,34.019522,133.016295,2023/04/23 18:22:03,green,signal
4,【5G】今治市阿方①,今治市,ファミリーマート今治阿方店付近,コン柱,open,3,1,2,"737354-4,5,6","225,227,226",,34.061198,132.970841,2022/11/13 02:31:56,darkblue,plane
5,【5G】今治市阿方②,今治市,マックスバリュ今治阿方店付近,コン柱,open,3,1,3,"737354-1,2,3","298,179,174",,34.062522,132.965313,2022/06/01 00:00:00,darkblue,plane
6,今治市波止浜,今治市,ディオ今治北店付近,コン柱,open,3,,,"737487-3,4,5","179,178,177",,34.098534,132.971486,2023/04/22 17:54:08,green,signal
7,【5G】今治市大新田町五丁目,今治市,今治市営球場付近,コン柱,open,3,1,3,"737378-1,2,3","86,114,340",,34.08093,132.989408,2022/06/01 00:00:00,darkblue,plane
8,今治市国分三丁目,今治市,今治国分郵便局付近,コン柱,open,3,,,"737511-4,5,6","260,163,363",,34.027089,133.019527,2023/04/23 18:24:27,green,signal
9,今治市玉川町大野,今治市,ファミリーマート玉川店付近,コン柱,open,3,,,"737493-7,8,9","181,180,182",,34.019779,132.942431,2023/04/03 21:40:55,green,signal
10,【5G】今治市高橋,今治市,ファミリーマート高橋店付近,コン柱,open,3,1,3,"737363-1,2,3","356,354,355",,34.0390972,132.97306,2022/06/01 00:00:00,darkblue,plane
11,今治市拝志,今治市,ワールドプラザ付近,コン柱,open,3,,,"737511-10,11,12","257,237,187",,34.040948,133.027296,2023/04/23 21:24:45,green,signal
12,今治市中寺②,今治市,,コン柱,open,3,,,"737331-4,5,6","159,161,40",,34.031775,132.9987931,2022/06/01 00:00:00,green,signal
13,今治市松木,今治市,,コン柱,open,3,,,"737511-7,8,9","164,286,267",,34.029208,133.004043,2023/04/23 18:34:27,green,signal
14,今治市近見町三丁目,今治市,,コン柱,open,3,,,"737378-4,5,6","38,37,36",,34.09090214,132.9818234,2022/06/01 00:00:00,green,signal
15,今治市玉川町長谷①,今治市,丸紅玉川SS付近,コン柱,open,3,,,"737494-4,5,6","323,322,321",,34.0121,132.939173,2023/04/03 21:27:14,green,signal
16,【5G】今治市延喜①,今治市,ワタナベデンカ付近,コン柱,open,3,1,2,"737354-10,11,12","230,229,228",,34.065479,132.95541,2023/04/22 17:59:36,darkblue,plane
17,今治市菊間町浜①,今治市,,コン柱,open,3,,,"737495-9,10,11","195,122,75",,34.036187,132.840439,2023/05/13 13:02:33,green,signal
18,今治市大西町脇,今治市,ファミリーマート大西脇店付近,コン柱,open,3,,,"737403-7,8,9","297,298,299",,34.0606629,132.9219133,2022/06/01 00:00:00,green,signal
19,今治市朝倉上,今治市,,コン柱,open,3,,,"737512-4,5,6","113,3,253",,33.979111,133.021194,2023/04/28 21:28:51,green,signal
20,今治市宅間,今治市,コンテックスタオルガーデン付近,コン柱,open,3,,,"737366-1,2,3","44,43,42",,34.072849,132.946229,2022/06/01 00:00:00,green,signal
21,今治市喜田村一丁目,今治市,くすりのレデイ喜田村店付近,コン柱,open,3,,,"737513-3,4,5","318,115,38",,34.045543,133.019511,2023/04/23 21:24:16,green,signal
22,【5G】今治市北日吉町一丁目,今治市,,コン柱,open,3,1,3,"737359-1,2,3","82,321,83",,34.062963,132.989182,2023/04/23 21:21:13,darkblue,plane
23,今治市菊間町種,今治市,亀岡小学校付近,コン柱,open,2,,,"737496-1,2","117,274",,34.054393,132.872497,2023/05/13 12:24:25,green,signal
24,今治市喜田村七丁目,今治市,,コン柱,open,3,,,"737511-1,2,3","195,235,236",,34.040453,133.021312,2023/04/23 18:32:33,green,signal
25,今治市古国分一丁目,今治市,,コン柱,open,2,,,"737513-1,2","335,277",,34.031978,133.036283,2023/04/23 16:43:20,green,signal
26,今治市吉海町本庄①,今治市,,コン柱,open,3,,,"737567-4,5,6","162,206,340",,34.141364,133.036877,2023/04/30 20:03:30,green,signal
27,今治市郷六ヶ内町二丁目,今治市,,コン柱,open,3,,,"737377-1,2,3","55,185,54",,34.043752,132.999086,2022/06/01 00:00:00,green,signal
28,今治市長沢,今治市,伊予桜井漆器会館,コン柱,open,2,,,"737510-10,11","262,263",,33.995825,133.044896,2023/04/23 16:45:30,green,signal
29,今治市神宮,今治市,,コン柱,open,3,,,"737354-7,8,9","130,158,156",,34.05349974,132.9546655,2022/06/01 00:00:00,green,signal
30,今治市伯方町叶浦,今治市,ローソン伯方島インター店付近,コン柱,open,3,,,"737450-1,2,3","258,275,352",,34.203739,133.075491,2022/11/28 21:10:10,green,signal
31,今治市東門町三丁目,今治市,御厩公園,コン柱,open,3,,,"737335-4,5,6","302,300,301",,34.060845,133.0117492,2022/06/01 00:00:00,green,signal
32,【5G】今治市伯方町有津,今治市,,コン柱,open,3,1,1,"737450-4,5,6","83,39,346",CBSB838000635,34.204311,133.094519,2023/05/22 01:01:23,darkblue,plane
33,今治市延喜②,今治市,乗禅寺付近,コン柱,open,3,,,"737366-4,5,6","185,183,184",,34.07134359,132.9590002,2022/06/01 00:00:00,green,signal
34,今治市波方町樋口①,今治市,波方図書館付近,コン柱,open,3,,,"737488-4,5,6","313,324,326",,34.098618,132.953387,2023/04/22 13:20:35,green,signal
35,今治市大西町九王①,今治市,,コン柱,open,2,,,"737429-4,5","152,151",,34.08632447,132.9292207,2022/06/01 00:00:00,green,signal
36,【5G】今治市衣干町四丁目,今治市,,コン柱,open,3,2,1,"737377-4,5,6","70,71,69",,34.0462013,133.013385,2023/06/13 18:48:08,darkblue,plane
37,今治市南鳥生町二丁目,今治市,,コン柱,open,3,,,"737335-10,11,12","245,244,243",,34.0539358,133.0103645,2022/06/01 00:00:00,green,signal
38,今治市伯方町北浦,今治市,,コン柱,open,3,,,"737459-1,2,3","132,181,164",,34.228256,133.095288,2022/11/28 21:07:20,green,signal
39,今治市伯方町木浦①,今治市,,コン柱,open,3,,,"737462-1,2,3","200,253,291",,34.216757,133.117269,2022/11/28 20:59:32,green,signal
40,今治市波方町樋口②,今治市,波方駅付近,コン柱,open,3,,,"737486-7,8,9","263,261,262",,34.094078,132.943822,2023/04/22 13:53:32,green,signal
41,今治市波方町小部,今治市,,コン柱,open,3,,,"737422-4,5,6","277,278,276",,34.10460689,132.9312806,2022/06/01 00:00:00,green,signal
42,今治市大西町九王②,今治市,新来島どっく駐車場,コン柱,open,3,,,"737416-1,2,3","101,99,100",,34.07191296,132.9276421,2022/06/01 00:00:00,green,signal
43,今治市菊間町佐方,今治市,,コン柱,open,3,,,"737494-1,2,3","86,85,84",,34.052034,132.884217,2023/05/13 16:39:55,green,signal
44,今治市菊間町松尾,今治市,,コン柱,open,3,,,"737494-7,8,9","320,318,319",,34.023986,132.865071,2023/05/13 13:33:37,green,signal
45,今治市波方町西浦,今治市,,コン柱,open,2,,,"737488-7,8","351,1",,34.131294,132.938182,2023/04/22 14:32:49,green,signal
46,【衛星】今治市大三島町浦戸,今治市,,衛星,open,3,,,"742254-1
742255-1
742256-1","103,104,102",,34.219348,132.960997,2023/04/30 21:39:38,green,globe
47,今治市別名,今治市,,コン柱,open,3,,,"737363-4,5,6","59,58,57",,34.0419167,132.97775,2022/06/01 00:00:00,green,signal
48,今治市上浦町井口,今治市,料理旅館富士見園,コン柱,open,2,,,"737450-10,11","18,44",,34.265721,133.041588,2023/04/30 21:17:50,green,signal
49,今治市波方町郷,今治市,,コン柱,open,3,,,"737487-9,10,11","355,223,222",,34.109439,132.959637,2023/04/22 17:08:06,green,signal
50,今治市内堀一丁目,今治市,ローソン今治波止浜店,コン柱,open,3,,,"737486-10,11,12","75,175,77",,34.10315,132.967654,2023/04/22 17:32:24,green,signal
51,今治市波方町波方,今治市,,コン柱,open,3,,,"737488-9,10,11","108,109,360",,34.118935,132.952448,2023/04/22 16:46:38,green,signal
52,今治市矢田,今治市,,コン柱,open,2,,,"737363-7,8","40,41",,34.04429086,132.9576594,2022/06/01 00:00:00,green,signal
53,今治市大三島町宮浦①,今治市,,コン柱,open,3,,,"737449-4,5,6","251,282,25",,34.250034,132.997692,2023/04/30 21:22:16,green,signal
54,今治市大三島町宗方,今治市,宗方集会所付近,コン柱,close,,,,,,,34.204913,132.955906,2022/06/01 00:00:00,red,remove
55,今治市吉海町八幡,今治市,,コン柱,open,3,,,"737566-7,8,9","361,186,362",,34.147735,133.044703,2023/04/30 20:06:59,green,signal
56,今治市吉海町仁江,今治市,,コン柱,open,3,,,"737567-1,2,3","147,95,253",,34.149462,133.056423,2023/04/30 20:08:31,green,signal
57,今治市宮窪町宮窪①,今治市,宮窪郵便局付近,コン柱,open,3,,,"737450-7,8,9","269,249,250",,34.17168,133.074761,2022/11/28 21:17:27,green,signal
58,今治市上浦町瀬戸①,今治市,,コン柱,open,3,,,"737451-10,11,12","235,276,107",,34.225444,133.051405,2023/04/30 21:12:59,green,signal
59,今治市上浦町甘崎①,今治市,,コン柱,open,3,,,"737451-1,2,3","80,124,3",,34.239303,133.050837,2023/04/30 21:13:31,green,signal
60,今治市大三島町肥海,今治市,,コン柱,open,3,,,"737551-4,5,6","121,120,122",,34.275085,132.995968,2023/04/30 21:26:46,green,signal
61,今治市菊間町浜②,今治市,,コン柱,open,3,,,"737495-6,7,8","375,376,377",,34.044968,132.85284,2023/05/13 16:40:26,green,signal
62,今治市朝倉北,今治市,,コン柱,open,3,,,"737512-7,8,9","337,83,336",,33.997339,133.018272,2023/04/28 21:28:02,green,signal
63,今治市玉川町法界寺,今治市,常進付近,コン柱,open,2,,,"737497-9,10","73,72",,34.028824,132.962559,2023/04/28 21:25:21,green,signal
64,今治市八町西一丁目,今治市,,コン柱,open,3,,,"737377-7,8,9","50,49,48",,34.0473741,132.9896964,2022/06/01 00:00:00,green,signal
65,今治市菊間町高田,今治市,,コン柱,open,3,,,"737498-1,2,3","190,191,189",,34.026264,132.855669,2023/05/13 13:28:16,green,signal
66,今治市本町五丁目,今治市,,コン柱,open,3,,,"737422-1,2,3","21,41,247",,34.07262033,132.9983481,2022/06/01 00:00:00,green,signal
67,今治市別宮町八丁目,今治市,,コン柱,open,3,,,"737378-7,8,9","204,293,31",,34.0732902,132.9904577,2022/06/01 00:00:00,green,signal
68,今治市旭町二丁目,今治市,今治商工会議所,屋上,open,3,,,"737359-7,8,9","282,283,284",,34.06170444,132.9998046,2022/06/01 00:00:00,green,signal
69,今治市通町一丁目,今治市,辰の口公園,コン柱,open,3,,,"737359-10,11,12","333,334,335",,34.06760907,133.0044701,2022/06/01 00:00:00,green,signal
70,今治市南大門町一丁目,今治市,四国通建本社,屋上,open,3,,,"737359-4,5,6","166,165,167",,34.06513303,132.9972789,2022/06/01 00:00:00,green,signal
71,今治市国分一丁目,今治市,上徳広場公園,コン柱,open,3,,,"737512-1,2,3","37,233,243",,34.034343,133.022414,2023/04/23 18:25:53,green,signal
72,今治市五十嵐,今治市,,コン柱,open,3,,,"737331-7,8,9","353,352,351",,34.0252071,132.9839116,2022/06/01 00:00:00,green,signal
73,今治市鯉池町二丁目,今治市,鯉池公園,コン柱,open,3,,,"737377-10,11,12","269,268,267",,34.05244079,132.9882371,2022/06/01 00:00:00,green,signal
74,今治市土橋町一丁目,今治市,,コン柱,open,3,,,"737335-7,8,9","254,252,253",,34.04967779,133.0049676,2022/06/01 00:00:00,green,signal
75,今治市片山二丁目,今治市,,コン柱,open,3,,,"737363-10,11,12","90,91,92",,34.05291891,132.9816801,2022/06/01 00:00:00,green,signal
76,今治市波方町養老,今治市,,コン柱,open,3,,,"737488-1,2,3","214,213,185",,34.107011,132.945954,2023/04/22 13:35:00,green,signal
77,今治市波止浜三丁目,今治市,矢野商事,屋上,open,3,,,"737487-6,7,8","32,374,93",,34.107751,132.968703,2023/04/22 17:19:46,green,signal
78,【5G】新居浜市磯浦町,新居浜市,,コン柱,open,3,3,3,"737540-10,11,12","28,224,72",,33.954532,133.257037,2023/05/04 14:11:09,darkblue,plane
79,新居浜市本郷三丁目,新居浜市,,コン柱,open,3,,,"737490-1,2,3","161,91,345",,33.932196,133.283271,2023/05/01 21:42:05,green,signal
80,新居浜市本郷一丁目,新居浜市,,コン柱,open,3,,,"737489-10,11,12","236,190,189",CBSB838000259,33.937493,133.284727,2023/05/01 20:40:41,green,signal
81,【5G】新居浜市阿島二丁目,新居浜市,ファミリーマート新居浜阿島店,コン柱,open,3,1,2,"737552-6,7,8","167,89,108",,33.976214,133.351351,2023/06/10 14:42:44,darkblue,plane
82,【5G】新居浜市神郷一丁目,新居浜市,,コン柱,open,3,1,2,"737552-9,10,11","331,94,192",,33.968109,133.318075,2023/06/10 14:10:13,darkblue,plane
83,【5G】新居浜市平形町,新居浜市,,コン柱,open,3,3,3,"737540-7,8,9","29,217,153",,33.964165,133.291829,2023/04/16 11:22:39,darkblue,plane
84,新居浜市郷二丁目,新居浜市,ワークマン南側,コン柱,open,3,,,"737554-1,2,3","204,62,259",,33.965556,133.30982,2023/04/16 13:52:24,green,signal
85,新居浜市荷内町,新居浜市,,コン柱,open,2,,,"737555-4,5","343,57",,33.979287,133.373754,2023/06/10 14:34:22,green,signal
86,【5G】新居浜市船木②,新居浜市,,コン柱,open,3,1,2,"737333-1,2,3","318,319,302",,33.93531086,133.3422812,2022/06/01 00:00:00,darkblue,plane
87,新居浜市宇高町三丁目,新居浜市,高津小学校北側,コン柱,open,3,,,"737540-4,5,6","303,119,310",,33.975999,133.301646,2023/06/10 15:35:39,green,signal
88,新居浜市黒島一丁目,新居浜市,,コン柱,open,3,,,"737553-4,5,6","247,122,210",,33.985709,133.343032,2023/06/10 14:56:21,green,signal
89,新居浜市上原二丁目,新居浜市,,コン柱,open,3,,,"737344-4,5,6","156,158,157",,33.92128871,133.2845363,2022/06/01 00:00:00,green,signal
90,新居浜市郷五丁目,新居浜市,ハローズ新居浜郷店,コン柱,open,3,,,"737540-1,2,3","280,158,15",,33.955966,133.302374,2023/06/10 16:38:56,green,signal
91,新居浜市多喜浜二丁目,新居浜市,ローソン新居浜多喜浜店,コン柱,open,3,,,"737553-7,8,9","377,100,84",,33.974889,133.333011,2023/06/10 14:20:09,green,signal
92,新居浜市庄内町一丁目,新居浜市,パークマンションアイワ,屋上,open,3,,,"737542-6,7,8","45,354,88",,33.956334,133.286822,2023/04/16 11:14:28,green,signal
93,新居浜市大生院,新居浜市,,コン柱,open,3,,,"737492-1,2,3","53,198,52",,33.921281,133.250336,2023/05/31 23:45:40,green,signal
94,新居浜市上泉町,新居浜市,マルナカ新居浜本店駐車場,コン柱,open,3,,,"737493-4,5,6","67,291,365",,33.937061,133.309786,2023/04/16 11:09:38,green,signal
95,新居浜市船木①,新居浜市,,コン柱,open,3,,,"737489-4,5,6","31,366,119",,33.940151,133.335206,2023/04/16 11:06:33,green,signal
96,新居浜市下泉町二丁目,新居浜市,東原自治会館・東原こども広場西側,コン柱,open,3,,,"737493-1,2,3","51,251,235",,33.947498,133.308128,2023/06/10 16:35:58,green,signal
97,新居浜市清水町,新居浜市,,コン柱,open,2,,,"737542-9,10","11,348",,33.981814,133.294205,2023/06/10 15:50:05,green,signal
98,新居浜市船木③,新居浜市,新居浜インター入口,コン柱,open,3,,,"737491-10,11,12","94,93,305",,33.932494,133.325899,2023/05/01 20:44:54,green,signal
99,新居浜市西原町一丁目,新居浜市,愛光幼児園付近,屋上,open,3,,,"737539-7,8,9","143,241,6",,33.963263,133.270008,2023/05/04 14:39:27,green,signal
100,新居浜市萩生①,新居浜市,,コン柱,open,3,,,"737492-7,8,9","59,57,58",,33.926831,133.271019,2023/05/01 21:44:29,green,signal
101,新居浜市東雲町二丁目,新居浜市,,コン柱,open,3,,,"737543-1,2,3","22,213,71",,33.965312,133.300605,2023/04/16 18:47:03,green,signal
102,新居浜市八幡一丁目,新居浜市,,コン柱,open,3,,,"737542-1,2,3","304,294,197",,33.979597,133.307816,2023/06/10 15:22:35,green,signal
103,新居浜市中西町,新居浜市,,コン柱,open,3,,,"737342-10,11,12","220,219,221",,33.92471621,133.3023816,2022/06/01 00:00:00,green,signal
104,新居浜市立川町,新居浜市,,コン柱,open,3,,,"737333-4,5,6","77,76,75",,33.90972193,133.3086201,2022/06/01 00:00:00,green,signal
105,新居浜市船木④,新居浜市,,コン柱,open,3,,,"737491-7,8,9","225,124,206",,33.935251,133.363998,2023/04/16 11:17:25,green,signal
106,新居浜市坂井町三丁目,新居浜市,,コン柱,open,3,,,"737491-1,2,3","350,139,216",,33.947872,133.295115,2023/05/13 16:00:00,green,signal
107,新居浜市松木町,新居浜市,,コン柱,open,3,,,"737491-4,5,6","363,152,370",,33.941627,133.29243,2023/04/16 11:11:37,green,signal
108,新居浜市東田二丁目,新居浜市,,コン柱,open,3,,,"737490-10,11,12","201,125,202",,33.94151,133.319199,2023/04/16 11:08:50,green,signal
109,新居浜市久保田町二丁目,新居浜市,四国通建新居浜営業所,コン柱,open,3,,,"737541-10,11,12","79,371,5",,33.955483,133.277209,2023/05/04 14:42:04,green,signal
110,新居浜市垣生三丁目,新居浜市,,コン柱,open,3,,,"737553-1,2,3","38,292,378",,33.980928,133.322259,2023/06/10 15:08:51,green,signal
111,新居浜市若水町二丁目,新居浜市,,屋上,open,3,,,"737541-7,8,9","314,165,103",,33.967677,133.280802,2023/04/16 11:12:50,green,signal
112,新居浜市繁本町,新居浜市,新居浜電気ビル,コン柱,open,2,,,"737542-4,5","293,112",,33.962448,133.27879,2023/05/04 14:40:45,green,signal
113,【屋内】新居浜市前田町,新居浜市,エディオンイオンモール新居浜店,屋内,open,1,,,747280-1,404,,33.953557,133.269892,2023/06/10 21:08:22,green,home
114,新居浜市宮原町,新居浜市,,コン柱,open,3,,,"737490-7,8,9","283,137,282",,33.93057,133.30102,2023/05/01 21:42:59,green,signal
115,新居浜市萩生②,新居浜市,滝の宮カントリークラブ,屋上,open,3,,,"737433-4,5,6","217,186,299",,33.941111,133.267677,2022/07/30 13:40:09,green,signal
116,西条市坂元甲,西条市,,コン柱,open,3,,,"737548-4,5,6","246,247,209",,33.89363,133.151582,2023/04/28 22:57:40,green,signal
117,西条市円海寺,西条市,周桑病院付近,コン柱,open,3,,,"737548-7,8,9","64,186,200",,33.933806,133.073914,2023/05/01 21:18:44,green,signal
118,西条市丹原町丹原,西条市,,コン柱,open,3,,,"737548-1,2,3","44,105,46",,33.90414,133.064154,2023/05/04 11:53:02,green,signal
119,西条市玉之江,西条市,玉之江駅付近,コン柱,open,3,,,"737549-1,2,3","131,127,234",,33.910722,133.097295,2023/05/04 12:55:18,green,signal
120,西条市中野乙,西条市,,コン柱,open,2,,,"737515-7,8","316,20",,33.888489,133.191174,2023/03/26 11:01:14,green,signal
121,【5G】西条市福武甲①,西条市,,コン柱,open,3,1,2,"737515-4,5,6","167,166,165",,33.91216,133.201832,2023/05/04 20:52:27,darkblue,plane
122,西条市飯岡①,西条市,,コン柱,open,3,,,"737521-1,2,3","213,281,319",,33.917873,133.2206,2023/05/31 23:49:03,green,signal
123,西条市飯岡②,西条市,,コン柱,open,3,,,"737513-9,10,11","146,144,145",CBSB838000213,33.920165,133.236619,2023/05/31 23:47:02,green,signal
124,【5G】西条市樋之口①,西条市,ローソン西条樋之口店,コン柱,open,3,1,2,"737521-7,8,9","343,342,338",,33.919174,133.161404,2023/04/16 18:49:35,darkblue,plane
125,西条市壬生川,西条市,,コン柱,open,3,,,"737545-7,8,9","98,27,67",,33.939813,133.083536,2023/05/04 21:02:56,green,signal
126,西条市船屋甲,西条市,,コン柱,open,3,,,"737516-1,2,3","329,84,307",,33.935228,133.208546,2023/05/04 14:09:59,green,signal
127,西条市小松町明穂,西条市,リンリンパークー隣,コン柱,open,3,,,"737516-9,10,11","164,63,296",,33.876541,133.064538,2023/04/28 22:46:38,green,signal
128,西条市丹原町志川,西条市,ローソン西条丹原店,コン柱,open,3,,,"737361-7,8,9","63,64,173",,33.857466,133.023346,2022/06/01 00:00:00,green,signal
129,【5G】西条市安知生,西条市,,コン柱,open,3,1,2,"737514-4,5,6","230,106,156",,33.897049,133.168933,2023/03/26 11:13:44,darkblue,plane
130,西条市河原津,西条市,,コン柱,open,2,,,"737547-9,10","223,325",,33.968964,133.066656,2023/05/27 13:15:13,green,signal
131,西条市下島山甲,西条市,,コン柱,open,3,,,"737521-4,5,6","355,141,299",,33.92653,133.206097,2023/05/04 14:08:51,green,signal
132,西条市小松町南川,西条市,,コン柱,open,3,,,"737513-6,7,8","168,336,41",,33.895811,133.103204,2023/04/28 22:50:33,green,signal
133,西条市禎瑞,西条市,補陀洛寺駐車場,コン柱,open,3,,,"737514-7,8,9","321,2,256",,33.911756,133.150335,2023/05/04 13:12:46,green,signal
134,西条市朔日市,西条市,,コン柱,open,3,,,"737520-9,10,11","48,368,172",,33.932821,133.18969,2023/05/04 13:33:35,green,signal
